epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,1185.81,1.20302,1.16938,1.08988,0.69527,0.49549,0.47425,0.30249,1.11788,4.97133,1.00358,0.000372054,0.000372054,0.000372054
181,1192.87,1.15638,1.19914,1.11373,0.75652,0.43382,0.47378,0.30973,1.13463,4.45535,0.99367,0.000369054,0.000369054,0.000369054
182,1199.57,1.18888,1.21403,1.10571,0.80868,0.41998,0.48016,0.31158,1.16353,3.11211,0.99553,0.000366054,0.000366054,0.000366054
183,1205.87,1.19203,1.13875,1.10498,0.87902,0.43026,0.48329,0.31401,1.14325,2.2836,0.99523,0.000363055,0.000363055,0.000363055
184,1212.64,1.14823,1.12915,1.10474,0.81542,0.43299,0.48835,0.31435,1.12219,2.16408,0.98905,0.000360055,0.000360055,0.000360055
185,1218.48,1.13022,1.08923,1.09359,0.77768,0.45741,0.49526,0.31745,1.12397,2.33033,0.99568,0.000357055,0.000357055,0.000357055
186,1225.86,1.28341,1.24423,1.13267,0.73458,0.46253,0.49713,0.32439,1.11032,2.44978,0.99766,0.000354055,0.000354055,0.000354055
187,1231.72,1.17205,1.12848,1.09666,0.79736,0.41846,0.48741,0.31936,1.13137,2.79585,1.00074,0.000351056,0.000351056,0.000351056
188,1239.32,1.14825,1.16161,1.08527,0.8394,0.40794,0.49661,0.32908,1.12586,2.19052,0.99318,0.000348056,0.000348056,0.000348056
189,1245.24,1.09501,1.04277,1.07802,0.83527,0.43144,0.49667,0.33205,1.12114,1.90508,0.98145,0.000345056,0.000345056,0.000345056
190,1252.63,1.17195,1.12784,1.08911,0.86082,0.42763,0.51082,0.33969,1.12188,2.21637,0.99135,0.000342057,0.000342057,0.000342057
191,1258.6,1.1317,1.10033,1.06812,0.82673,0.42621,0.50681,0.33602,1.11162,3.65779,0.98753,0.000339057,0.000339057,0.000339057
192,1265.71,1.12313,1.14347,1.07915,0.82891,0.42711,0.50094,0.33135,1.12721,3.28824,0.9884,0.000336057,0.000336057,0.000336057
193,1271.83,1.19632,1.11509,1.07981,0.7427,0.4605,0.49152,0.3274,1.10739,2.28331,0.96616,0.000333058,0.000333058,0.000333058
194,1278.94,1.15463,1.14424,1.10647,0.87584,0.39004,0.49246,0.32149,1.13586,2.35382,0.96631,0.000330058,0.000330058,0.000330058
195,1285.17,1.15916,1.11527,1.07598,0.86981,0.38432,0.48753,0.30957,1.11271,2.90392,0.96786,0.000327058,0.000327058,0.000327058
196,1291.86,1.10625,1.11547,1.05361,0.83058,0.41626,0.48929,0.3148,1.10259,2.68296,0.97816,0.000324058,0.000324058,0.000324058
197,1298.55,1.14396,1.12138,1.11931,0.77823,0.43223,0.4884,0.31774,1.09803,2.41438,0.98361,0.000321059,0.000321059,0.000321059
198,1304.53,1.13852,1.06024,1.09838,0.79302,0.41752,0.48742,0.31251,1.14156,1.96531,0.99864,0.000318059,0.000318059,0.000318059
199,1311.63,1.09898,1.07305,1.08021,0.85078,0.42437,0.50978,0.32251,1.14496,1.94216,1.00364,0.000315059,0.000315059,0.000315059
200,1317.35,1.17291,1.12624,1.1238,0.86215,0.42652,0.51218,0.32432,1.16606,1.95973,1.01591,0.00031206,0.00031206,0.00031206
201,1324.81,1.12728,1.13153,1.08314,0.79731,0.43691,0.51582,0.32405,1.14031,2.3,0.98697,0.00030906,0.00030906,0.00030906
202,1330.75,1.10756,1.07338,1.06975,0.81724,0.42396,0.5043,0.32734,1.13192,2.54562,0.98672,0.00030606,0.00030606,0.00030606
203,1338.4,1.08961,1.06717,1.10042,0.73324,0.49152,0.50091,0.32267,1.1239,3.01572,0.97275,0.000303061,0.000303061,0.000303061
204,1344.25,1.08378,1.06618,1.05494,0.78335,0.46288,0.49222,0.31184,1.12473,3.34036,0.96463,0.000300061,0.000300061,0.000300061
205,1351.73,1.12504,1.09843,1.08245,0.81321,0.44692,0.49323,0.30792,1.1462,3.78101,0.9702,0.000297061,0.000297061,0.000297061
206,1357.47,1.08802,1.07026,1.07399,0.76747,0.48368,0.49597,0.31295,1.12848,4.07963,0.98252,0.000294061,0.000294061,0.000294061
207,1364.56,1.11199,1.09903,1.08486,0.85248,0.45986,0.50182,0.31884,1.10462,2.78653,0.97149,0.000291062,0.000291062,0.000291062
208,1370.72,1.08406,1.04727,1.05849,0.8499,0.46275,0.50517,0.31573,1.11827,2.5167,0.97449,0.000288062,0.000288062,0.000288062
209,1377.35,1.0876,1.05646,1.06798,0.81861,0.46521,0.49585,0.32106,1.11269,2.62339,0.96317,0.000285062,0.000285062,0.000285062
210,1383.9,1.09672,1.05479,1.07046,0.81068,0.44006,0.48899,0.31244,1.11419,2.31736,0.96481,0.000282063,0.000282063,0.000282063
211,1389.93,1.12719,1.12476,1.10035,0.79086,0.44224,0.46588,0.30137,1.14054,2.53151,0.97807,0.000279063,0.000279063,0.000279063
212,1397.13,1.13044,1.06907,1.08418,0.81805,0.4201,0.47059,0.3016,1.15735,2.45987,0.97689,0.000276063,0.000276063,0.000276063
213,1403.03,1.08234,1.11076,1.06707,0.79445,0.43833,0.48268,0.31348,1.15264,2.49046,0.97471,0.000273064,0.000273064,0.000273064
214,1410.48,1.0991,1.08088,1.08616,0.82755,0.42647,0.48517,0.31467,1.13278,2.20726,0.96145,0.000270064,0.000270064,0.000270064
215,1416.11,1.06655,1.02533,1.06735,0.86989,0.41429,0.48854,0.3138,1.11892,1.98561,0.96634,0.000267064,0.000267064,0.000267064
216,1423.9,1.09627,1.0461,1.06895,0.85493,0.42522,0.50399,0.32492,1.09541,2.15057,0.9471,0.000264064,0.000264064,0.000264064
217,1429.68,1.0939,1.07979,1.08488,0.81951,0.4596,0.51558,0.33804,1.09586,3.11973,0.95997,0.000261065,0.000261065,0.000261065
218,1437.2,1.12545,1.14279,1.11494,0.81829,0.46267,0.51682,0.33453,1.08888,3.58778,0.96059,0.000258065,0.000258065,0.000258065
219,1442.94,1.03275,0.96446,1.04665,0.78802,0.48017,0.5099,0.32639,1.1312,3.22454,0.9889,0.000255065,0.000255065,0.000255065
220,1449.44,1.09646,1.05095,1.06806,0.75435,0.46319,0.48561,0.31367,1.17146,3.55838,1.00589,0.000252066,0.000252066,0.000252066
221,1456.19,1.04514,0.99281,1.04913,0.78965,0.44549,0.4835,0.30673,1.18677,3.57854,1.0027,0.000249066,0.000249066,0.000249066
222,1462.09,1.1065,1.06723,1.06539,0.79764,0.42853,0.49264,0.31585,1.14983,3.86155,0.99038,0.000246066,0.000246066,0.000246066
223,1469.46,1.10608,1.12763,1.08546,0.76526,0.44713,0.50445,0.32101,1.15385,3.5666,0.99422,0.000243067,0.000243067,0.000243067
224,1475.03,1.07091,1.01585,1.05986,0.81392,0.43084,0.50842,0.32695,1.14405,3.16948,0.98954,0.000240067,0.000240067,0.000240067
225,1482.52,1.10303,1.0587,1.08892,0.75508,0.48106,0.53271,0.3352,1.142,2.83924,0.98113,0.000237067,0.000237067,0.000237067
226,1488.18,1.07854,0.99422,1.05084,0.7655,0.48362,0.53669,0.33254,1.14653,2.99262,0.99427,0.000234068,0.000234068,0.000234068
227,1495.7,1.08053,1.08186,1.07898,0.84593,0.43659,0.52998,0.33112,1.14733,3.09991,0.9934,0.000231068,0.000231068,0.000231068
228,1501.49,1.03964,0.96875,1.02919,0.79865,0.46223,0.50329,0.32549,1.15331,2.99641,1.00112,0.000228068,0.000228068,0.000228068
229,1508.91,1.10855,1.02285,1.08489,0.79532,0.46217,0.4986,0.32208,1.14724,2.99115,1.00154,0.000225068,0.000225068,0.000225068
230,1514.86,1.04542,1.01763,1.05669,0.75026,0.48223,0.50341,0.32278,1.13995,3.10841,0.99595,0.000222069,0.000222069,0.000222069
231,1521.75,1.05398,1.03019,1.04853,0.87107,0.41022,0.49584,0.32387,1.15568,3.68931,0.99514,0.000219069,0.000219069,0.000219069
232,1527.84,1.0357,0.95326,1.05508,0.78413,0.44484,0.48884,0.3246,1.15239,3.56807,0.99076,0.000216069,0.000216069,0.000216069
233,1534.29,1.04858,1.02321,1.04502,0.79147,0.44353,0.49341,0.32438,1.14969,3.86658,0.97854,0.00021307,0.00021307,0.00021307
234,1541.02,1.07129,1.0331,1.08712,0.7801,0.45368,0.50784,0.33406,1.15505,3.39509,0.98974,0.00021007,0.00021007,0.00021007
235,1546.85,1.06346,0.96683,1.02692,0.84251,0.41763,0.52415,0.34121,1.1473,3.38562,1.00251,0.00020707,0.00020707,0.00020707
236,1554.15,1.08274,1.02492,1.06144,0.83481,0.43454,0.53129,0.33931,1.15287,3.20935,0.99973,0.00020407,0.00020407,0.00020407
237,1559.98,1.08472,1.01483,1.05219,0.86178,0.43809,0.53339,0.34092,1.15178,2.88707,1.00182,0.000201071,0.000201071,0.000201071
238,1567.48,1.06548,1.00052,1.0487,0.74907,0.47758,0.52935,0.3355,1.16157,2.14624,1.00798,0.000198071,0.000198071,0.000198071
239,1573.56,1.04229,1.00865,1.05412,0.76852,0.45473,0.52145,0.32168,1.17516,1.9676,1.00774,0.000195071,0.000195071,0.000195071
240,1580.98,1.09165,1.06881,1.0726,0.78565,0.44959,0.52069,0.32567,1.16455,2.06853,1.00411,0.000192072,0.000192072,0.000192072
241,1586.66,1.08458,1.06482,1.07235,0.79003,0.46733,0.54678,0.33665,1.15219,2.43075,0.99956,0.000189072,0.000189072,0.000189072
242,1594.14,1.03159,0.96499,1.06191,0.77644,0.46933,0.54601,0.33639,1.1547,2.88149,1.0132,0.000186072,0.000186072,0.000186072
243,1600.08,1.06302,1.02685,1.04399,0.77925,0.44503,0.54331,0.3322,1.13948,3.47414,0.98667,0.000183073,0.000183073,0.000183073
244,1606.78,1.04313,1.01044,1.03773,0.73528,0.44046,0.53456,0.33644,1.15817,3.33565,0.99352,0.000180073,0.000180073,0.000180073
245,1613.62,1.05873,1.0049,1.05822,0.88917,0.38945,0.538,0.33644,1.16308,3.31978,0.99025,0.000177073,0.000177073,0.000177073
246,1619.61,1.0048,0.99746,1.05205,0.77646,0.4491,0.54102,0.33696,1.14185,3.76269,0.98581,0.000174074,0.000174074,0.000174074
247,1627.43,1.00414,0.92538,1.03654,0.77569,0.46702,0.55309,0.33739,1.13488,3.70531,0.99247,0.000171074,0.000171074,0.000171074
248,1633.28,1.00517,0.94059,1.05912,0.74596,0.48103,0.56762,0.34721,1.12907,3.71092,0.99666,0.000168074,0.000168074,0.000168074
249,1640.97,1.00926,0.96281,1.03756,0.78078,0.49124,0.57098,0.34595,1.13784,2.91059,0.99474,0.000165074,0.000165074,0.000165074
250,1646.86,1.05572,0.95577,1.03979,0.80257,0.46943,0.56824,0.3436,1.13943,2.74205,0.99539,0.000162075,0.000162075,0.000162075
251,1654.68,1.03553,0.99689,1.02818,0.89009,0.43337,0.5714,0.34773,1.13341,3.09274,0.99157,0.000159075,0.000159075,0.000159075
252,1660.68,1.03004,0.94019,1.03988,0.85838,0.46227,0.57218,0.35354,1.14904,3.21853,0.99722,0.000156075,0.000156075,0.000156075
253,1668.56,1.06034,0.98882,1.03871,0.85923,0.45106,0.57218,0.35148,1.14219,2.88706,0.9939,0.000153076,0.000153076,0.000153076
254,1674.57,1.04606,0.96052,1.05654,0.84999,0.45505,0.56729,0.35165,1.14947,2.71935,0.98733,0.000150076,0.000150076,0.000150076
255,1682.27,0.98607,0.93241,1.01371,0.82067,0.45648,0.56527,0.34838,1.15435,2.3344,0.98989,0.000147076,0.000147076,0.000147076
256,1688.13,1.01497,0.98657,1.03538,0.76569,0.45963,0.56285,0.35004,1.14898,2.25896,0.98934,0.000144077,0.000144077,0.000144077
257,1695.6,1.03728,0.95859,1.03092,0.8713,0.39725,0.55567,0.34502,1.1456,2.13826,0.98994,0.000141077,0.000141077,0.000141077
258,1701.48,1.03982,1.01386,1.04393,0.76872,0.45183,0.55722,0.34821,1.14127,2.30308,0.98983,0.000138077,0.000138077,0.000138077
259,1708.05,0.99825,0.92933,1.03417,0.7578,0.46727,0.55479,0.34371,1.12905,2.71075,0.98793,0.000135077,0.000135077,0.000135077
260,1714.63,1.02313,0.98378,1.04379,0.75218,0.45509,0.55436,0.34381,1.11855,3.03735,0.98374,0.000132078,0.000132078,0.000132078
261,1720.32,1.02525,0.914,1.01951,0.76024,0.45342,0.54998,0.33887,1.12532,3.32511,0.98474,0.000129078,0.000129078,0.000129078
262,1728.04,0.96143,0.89495,1.0071,0.80677,0.41685,0.54884,0.34299,1.13013,3.58123,0.98737,0.000126078,0.000126078,0.000126078
263,1734.11,0.98661,0.92224,1.03261,0.71954,0.48386,0.54693,0.33856,1.11309,3.68985,0.98701,0.000123079,0.000123079,0.000123079
264,1741.59,0.98527,0.92265,1.02555,0.76452,0.45257,0.54544,0.3392,1.11002,3.52673,0.98681,0.000120079,0.000120079,0.000120079
265,1747.4,1.02758,0.95626,1.02459,0.75805,0.49475,0.54466,0.33918,1.10883,3.11819,0.98293,0.000117079,0.000117079,0.000117079
266,1754.96,1.01909,0.98711,1.0338,0.54024,0.5175,0.54548,0.34166,1.10413,2.86131,0.98588,0.00011408,0.00011408,0.00011408
267,1760.87,1.02793,0.93876,1.05018,0.54921,0.52707,0.54909,0.34313,1.11462,2.80222,0.98905,0.00011108,0.00011108,0.00011108
268,1768.46,0.98119,0.95355,1.03765,0.73796,0.49438,0.56012,0.33669,1.1415,2.50288,1.00316,0.00010808,0.00010808,0.00010808
269,1774.19,0.98818,0.9485,1.03445,0.8815,0.42556,0.55879,0.33903,1.14574,2.23807,0.99649,0.00010508,0.00010508,0.00010508
270,1781.35,1.00153,0.95935,1.03892,0.74995,0.49333,0.55376,0.33752,1.1465,2.24777,1.00388,0.000102081,0.000102081,0.000102081
271,1787.54,0.97231,0.94379,1.02344,0.87747,0.42256,0.55114,0.34388,1.15126,2.06418,1.01139,9.9081e-05,9.9081e-05,9.9081e-05
272,1794.32,0.97823,0.95355,1.02647,0.88903,0.41114,0.55188,0.34033,1.1534,1.96133,1.01447,9.60813e-05,9.60813e-05,9.60813e-05
273,1800.9,0.9989,0.9347,1.03316,0.8849,0.41036,0.54833,0.34132,1.14619,1.88213,1.00428,9.30816e-05,9.30816e-05,9.30816e-05
274,1806.76,0.99148,0.94047,1.00894,0.91803,0.39073,0.54635,0.33467,1.14003,1.92166,0.99733,9.00819e-05,9.00819e-05,9.00819e-05
275,1814.28,0.97765,0.88178,1.01156,0.91303,0.40317,0.55107,0.33735,1.13439,2.04509,0.99033,8.70822e-05,8.70822e-05,8.70822e-05
276,1820.02,0.99324,0.96071,1.02608,0.81012,0.42632,0.55322,0.3419,1.12223,1.98475,0.97944,8.40825e-05,8.40825e-05,8.40825e-05
277,1827.43,0.99137,0.90127,1.03019,0.81312,0.43204,0.54453,0.34246,1.11947,1.91518,0.97821,8.10828e-05,8.10828e-05,8.10828e-05
278,1833.28,0.99175,0.88963,1.0195,0.80891,0.43342,0.54106,0.33565,1.12178,1.91392,0.97909,7.80831e-05,7.80831e-05,7.80831e-05
279,1841.01,0.97653,0.87001,1.00425,0.814,0.4393,0.55579,0.34566,1.12052,2.03827,0.97785,7.50834e-05,7.50834e-05,7.50834e-05
280,1847.13,0.97117,0.93281,1.03274,0.80249,0.45027,0.55478,0.34219,1.11668,2.31068,0.97869,7.20837e-05,7.20837e-05,7.20837e-05
281,1854.77,0.98918,0.90892,1.0292,0.80761,0.45704,0.55221,0.339,1.12079,2.30571,0.97778,6.9084e-05,6.9084e-05,6.9084e-05
282,1860.72,0.99237,0.98046,1.02723,0.81408,0.45565,0.5525,0.33311,1.12142,2.45067,0.97752,6.60843e-05,6.60843e-05,6.60843e-05
283,1868.02,0.99053,0.93051,1.04807,0.80095,0.46263,0.55097,0.33465,1.12698,2.53924,0.97751,6.30846e-05,6.30846e-05,6.30846e-05
284,1874.39,0.95704,0.89632,1.026,0.51849,0.5217,0.54306,0.33529,1.12783,2.48861,0.98178,6.00849e-05,6.00849e-05,6.00849e-05
285,1880.93,0.95859,0.88119,0.99546,0.53152,0.52035,0.54802,0.33856,1.13403,2.32009,0.98735,5.70852e-05,5.70852e-05,5.70852e-05
286,1888.04,0.99789,0.8743,1.00681,0.54916,0.52025,0.55208,0.33857,1.12921,2.01056,0.98801,5.40855e-05,5.40855e-05,5.40855e-05
287,1894.67,0.97575,0.90888,1.00709,0.55339,0.52121,0.55596,0.34562,1.1323,2.02775,0.98522,5.10858e-05,5.10858e-05,5.10858e-05
288,1901.56,0.97951,0.93319,1.03018,0.55135,0.52509,0.55806,0.3536,1.12566,2.22762,0.98049,4.80861e-05,4.80861e-05,4.80861e-05
289,1907.61,0.97383,0.9457,1.02559,0.53298,0.51513,0.55934,0.34806,1.11866,2.37632,0.97259,4.50864e-05,4.50864e-05,4.50864e-05
290,1915.16,0.97124,0.87231,1.00903,0.52768,0.52067,0.55974,0.34912,1.12269,2.37751,0.97362,4.20867e-05,4.20867e-05,4.20867e-05
291,1923.11,0.92024,0.79262,1.00764,0.52771,0.5345,0.55754,0.34749,1.12863,2.39052,0.97854,3.9087e-05,3.9087e-05,3.9087e-05
292,1929.69,0.94463,0.81611,0.98929,0.86911,0.41645,0.55463,0.34568,1.13682,2.4502,0.98117,3.60873e-05,3.60873e-05,3.60873e-05
293,1935.37,0.9726,0.81212,1.00818,0.86369,0.41744,0.55419,0.34134,1.1466,2.39704,0.98855,3.30876e-05,3.30876e-05,3.30876e-05
294,1942.64,0.90361,0.76649,0.98137,0.85345,0.41725,0.55128,0.33727,1.15242,2.30306,0.99455,3.00879e-05,3.00879e-05,3.00879e-05
295,1948.57,0.93069,0.79902,0.98742,0.83909,0.41824,0.54949,0.34028,1.1505,2.48319,0.99334,2.70882e-05,2.70882e-05,2.70882e-05
296,1956.14,0.9209,0.76936,0.99054,0.84626,0.42967,0.55065,0.34175,1.1498,2.53844,0.99537,2.40885e-05,2.40885e-05,2.40885e-05
297,1961.75,0.92863,0.80524,1.00712,0.82987,0.42967,0.55269,0.3454,1.14524,2.77862,0.99106,2.10888e-05,2.10888e-05,2.10888e-05
298,1968.8,0.9139,0.79506,0.98042,0.79214,0.44286,0.5526,0.34506,1.13981,3.04718,0.98698,1.80891e-05,1.80891e-05,1.80891e-05
299,1974.55,0.9667,0.82081,0.99898,0.80412,0.44917,0.55392,0.34601,1.14307,3.18279,0.99145,1.50894e-05,1.50894e-05,1.50894e-05
300,1981.34,0.92,0.79467,0.98031,0.80779,0.45254,0.553,0.3439,1.14239,3.24851,0.99157,1.20897e-05,1.20897e-05,1.20897e-05
